,player.id,team.id,Season,GP,GS,R,2B,3B,HR,SO,BB,IBB,H,HBP,AB,Pitches,IP,W,L,SV,SVo,HLD,BS,ER,BF,Outs,G,CG,SHO,Strikes,BK,WP,PK,GF,IR,IR-A,CI,SH,SF,stat.inningsPitched_1,stat.inningsPitched_2,BQR,BQR-S,SB,CS,QS,GIDP,GIDPo,Swings,Whiffs,BIP,RS,FO,PO,LO,GO,FH,PH,LH,GH,Team,count,ERA,WHIP,AVG,P/IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB,PU,LD,FB,BABIP,LOB%,FIP,xFIP,SIERA,ERA+,FIP+,xFIP+,SIERA+,GB/FB,LD%,GB%,FB%,PU%,HR/FB,Balls,Contacts,Strike%,Ball%,Whiff%,SwStr%,CStr%
261,674457,699,2023,3,0,2,1,0,0,2,5,0,2,0,9,76,2.2,0,0,0,0,0,0,2,14,8,3,0,0,39,0,1,0,2,1,1,0,0,0,2,2,2,2,0,0,0,1,3,26,4,7,0,3,0,0,2,0,0,1,1,ARA,,6.75,2.62,.220,28.50,6.75,16.88,0.40,0.00,14.3,35.7,-21.4,3,0,1,3,.290,71.4,7.82,8.43,7.96,74,64,59,62,1.00,14.3,42.9,42.9,0.0,0.00,37,22,51.3,48.7,15.4,5.3,17.1
46,674468,692,2023,3,0,1,1,0,0,2,2,0,4,0,10,57,2.1,0,0,1,1,1,0,1,12,7,3,0,0,29,0,0,0,1,3,2,0,0,0,2,1,3,0,0,0,0,0,5,20,5,8,4,0,2,0,2,1,0,2,1,ZUL,,3.86,2.57,.400,24.43,7.71,7.71,1.00,0.00,16.7,16.7,0.0,3,2,2,1,.500,83.3,4.55,4.78,5.43,130,110,105,90,3.00,25.0,37.5,12.5,25.0,0.00,28,15,50.9,49.1,25.0,8.8,15.8
98,674760,697,2023,6,0,9,2,0,1,3,4,0,10,0,22,100,4.0,0,2,0,2,3,2,9,26,12,6,0,0,56,1,0,0,0,3,2,0,0,0,4,0,5,5,1,0,0,0,5,42,8,19,2,5,0,1,3,2,0,6,2,MAR,,20.25,3.50,.450,25.00,6.75,9.00,0.75,2.25,11.5,15.4,-3.9,5,0,7,7,.500,39.7,8.44,6.14,6.20,25,59,81,79,0.71,36.8,26.3,36.8,0.0,0.14,44,34,56.0,44.0,19.0,8.0,14.0
228,675841,693,2023,7,0,7,0,1,1,8,2,0,15,1,44,167,10.0,0,0,0,0,0,0,6,47,30,7,0,0,106,0,0,0,2,3,2,0,0,0,10,0,0,0,3,1,0,2,11,77,17,36,6,6,4,1,10,2,0,4,9,LAR,,5.40,1.70,.340,16.70,7.20,1.80,4.00,0.90,17.0,4.3,12.7,19,4,5,8,.400,66.3,4.29,3.43,3.76,93,117,146,130,2.38,13.9,52.8,22.2,11.1,0.12,61,60,63.5,36.5,22.1,10.2,17.4
181,675842,698,2023,14,0,9,3,2,0,10,8,0,13,0,56,247,16.0,1,1,0,0,1,0,8,65,48,14,0,0,162,0,0,0,2,16,6,0,0,1,16,0,5,4,2,0,0,2,14,107,13,47,10,15,3,2,14,3,0,6,4,LAG,,4.50,1.31,.230,15.44,5.62,4.50,1.25,0.00,15.4,12.3,3.1,18,3,8,18,.280,57.1,3.94,4.55,5.18,111,127,110,95,1.00,17.0,38.3,38.3,6.4,0.00,85,94,65.6,34.4,12.1,5.3,22.3
120,676802,695,2023,7,0,5,0,0,1,5,8,0,5,0,24,144,7.0,1,1,0,0,0,0,4,32,21,7,0,0,78,0,0,0,2,3,1,0,0,0,7,0,5,2,1,0,0,1,6,58,11,19,4,6,2,1,5,0,0,3,2,CAR,,5.14,1.86,.210,20.57,6.43,10.29,0.62,1.29,15.6,25.0,-9.4,7,2,4,6,.220,69.0,7.55,6.16,6.59,97,66,81,74,1.17,21.1,36.8,31.6,10.5,0.17,66,47,54.2,45.8,19.0,7.6,13.9
213,676875,693,2023,6,0,3,1,0,0,4,6,0,6,1,25,122,6.1,1,0,0,0,0,0,2,33,19,6,0,0,71,0,2,0,2,4,3,0,0,1,6,1,0,0,2,0,0,0,5,51,12,22,10,7,4,0,5,1,0,2,3,LAR,,2.84,1.89,.240,19.26,5.68,8.53,0.67,0.00,12.1,18.2,-6.1,8,4,2,8,.270,76.9,5.74,6.43,6.57,176,87,78,75,1.00,9.1,36.4,36.4,18.2,0.00,51,39,58.2,41.8,23.5,9.8,16.4
214,676942,693,2023,25,0,8,4,0,0,24,17,0,15,1,77,398,21.2,1,2,1,2,8,1,7,96,65,25,0,0,228,0,1,0,5,5,0,0,1,0,21,2,10,3,0,1,0,0,10,162,44,54,12,13,7,3,16,2,0,11,2,LAR,,2.91,1.48,.190,18.37,9.97,7.06,1.41,0.00,25.0,17.7,7.3,18,7,14,15,.280,75.8,3.97,4.34,4.42,172,126,115,111,1.20,25.9,33.3,27.8,13.0,0.00,170,118,57.3,42.7,27.2,11.1,16.6
233,677541,693,2023,14,0,13,4,0,5,12,10,1,15,2,59,269,15.2,1,0,0,0,0,0,13,72,47,14,0,0,158,1,2,1,1,11,2,0,0,1,15,2,9,2,3,0,0,1,7,122,25,48,19,10,2,4,17,2,0,11,2,LAR,,7.47,1.60,.250,17.17,6.89,5.74,1.20,2.87,16.7,13.9,2.8,19,2,15,12,.230,70.0,8.60,4.87,5.02,67,58,103,98,1.58,31.2,39.6,25.0,4.2,0.42,111,97,58.7,41.3,20.5,9.3,13.4
222,677644,693,2023,3,3,5,1,0,0,6,2,0,11,1,38,139,9.1,0,0,0,0,0,0,4,41,28,3,0,0,96,0,0,0,0,0,0,0,0,0,9,1,2,1,1,0,0,1,10,79,18,32,2,11,0,2,8,0,0,6,5,LAR,,3.86,1.39,.290,14.89,5.79,1.93,3.00,0.00,14.6,4.9,9.7,13,0,8,11,.340,64.3,3.37,4.01,4.33,130,148,125,113,1.18,25.0,40.6,34.4,0.0,0.00,43,61,69.1,30.9,22.8,12.9,12.2
244,677741,699,2023,10,0,2,1,0,0,10,2,0,10,1,44,181,12.0,3,0,0,0,5,0,2,48,36,10,0,0,118,0,0,0,1,6,1,0,0,1,12,0,3,1,1,0,0,1,6,86,26,35,5,7,2,2,14,2,0,3,5,ARA,,1.50,1.00,.230,15.08,7.50,1.50,5.00,0.00,20.8,4.2,16.6,19,2,5,9,.290,84.6,2.77,3.18,3.24,333,181,157,151,2.11,14.3,54.3,25.7,5.7,0.00,63,60,65.2,34.8,30.2,14.4,17.7
110,678279,695,2023,16,0,6,0,0,1,8,3,0,20,1,68,259,16.0,0,0,0,0,8,0,6,72,48,16,0,0,171,0,3,0,1,5,2,0,0,0,16,0,2,1,2,0,0,0,10,131,21,60,12,12,2,2,24,1,0,6,13,CAR,,3.38,1.44,.290,16.19,4.50,1.69,2.67,0.56,11.1,4.2,6.9,37,2,8,13,.320,79.6,4.25,3.88,3.92,148,118,129,125,2.85,13.3,61.7,21.7,3.3,0.08,88,110,66.0,34.0,16.0,8.1,15.4
176,678581,698,2023,17,1,11,3,1,0,16,12,0,18,1,71,345,19.2,3,1,0,0,4,0,8,85,59,17,0,0,208,0,2,0,1,3,0,0,0,1,19,2,7,6,3,0,0,4,17,153,35,56,14,8,5,4,21,3,0,8,6,LAG,,3.66,1.53,.250,17.54,7.32,5.49,1.33,0.00,18.8,14.1,4.7,27,5,12,11,.320,64.5,4.05,4.35,4.63,137,123,115,106,2.45,21.8,49.1,20.0,9.1,0.00,137,118,60.3,39.7,22.9,10.1,15.9
54,678640,692,2023,12,0,12,3,0,1,8,9,1,17,0,51,247,12.2,5,1,0,1,1,1,8,62,38,12,0,0,161,0,1,0,2,9,4,0,1,1,12,2,6,3,0,0,0,1,16,121,18,45,10,12,2,1,13,1,0,11,5,ZUL,,5.68,2.05,.330,19.50,5.68,6.39,0.89,0.71,12.9,14.5,-1.6,18,2,12,13,.370,56.9,5.58,5.12,5.66,88,90,98,87,1.38,26.7,40.0,28.9,4.4,0.08,86,103,65.2,34.8,14.9,7.3,16.2
269,678672,699,2023,5,0,4,2,0,0,2,2,0,6,0,16,66,3.2,0,0,0,0,0,0,4,19,11,5,0,0,39,0,1,0,0,5,2,0,1,0,3,2,1,0,0,0,0,0,3,32,10,15,2,3,0,0,6,1,0,1,4,ARA,,9.82,2.18,.380,18.00,4.91,4.91,1.00,0.00,10.5,10.5,0.0,10,0,1,4,.430,50.0,4.24,4.83,4.56,51,118,104,107,2.50,6.7,66.7,26.7,0.0,0.00,27,22,59.1,40.9,31.2,15.2,10.6
148,678707,694,2023,15,0,13,3,0,2,13,11,1,19,0,68,304,18.0,2,1,0,2,3,2,12,81,54,15,0,0,193,0,1,0,0,8,3,0,0,2,18,0,10,5,0,0,0,2,13,139,22,57,6,19,6,0,13,4,0,9,6,ORI,,6.00,1.67,.280,16.89,6.50,5.50,1.18,1.00,16.0,13.6,2.4,19,6,9,23,.310,62.5,5.52,4.77,5.39,83,91,105,91,0.83,15.8,33.3,40.4,10.5,0.09,111,117,63.5,36.5,15.8,7.2,17.8
241,678973,699,2023,4,0,0,0,0,0,0,5,0,2,0,10,61,3.2,0,0,0,0,1,0,0,15,11,4,0,0,29,0,0,0,2,2,1,0,0,0,3,2,0,0,0,0,0,3,5,18,2,10,2,0,1,0,7,0,0,1,1,ARA,,0.00,1.91,.200,16.64,0.00,12.27,0.00,0.00,0.0,33.3,-33.3,8,1,1,0,.200,100.0,7.78,7.78,6.83,0,64,64,72,inf,10.0,80.0,0.0,10.0,nan,32,16,47.5,52.5,11.1,3.3,18.0
113,679892,695,2023,9,0,4,3,1,2,7,0,0,12,0,41,145,9.2,1,0,0,2,0,2,4,41,29,9,0,0,101,0,0,0,2,12,7,0,0,0,9,2,4,1,1,1,0,0,4,78,13,34,3,6,3,4,9,5,0,5,2,CAR,,3.72,1.24,.290,15.00,6.52,0.00,inf,1.86,17.1,0.0,17.1,11,3,9,11,.310,87.0,4.93,2.86,3.51,134,101,175,140,1.00,26.5,32.4,32.4,8.8,0.18,44,65,69.7,30.3,16.7,9.0,15.9
159,680618,694,2023,3,0,6,1,0,0,2,5,0,1,2,13,92,4.0,0,0,0,0,1,0,6,20,12,3,0,0,45,0,2,0,0,0,0,0,0,0,4,0,7,6,0,0,0,0,0,29,7,11,1,2,0,2,6,0,0,1,0,ORI,,13.50,1.50,.080,23.00,4.50,11.25,0.40,0.00,10.0,25.0,-15.0,6,0,3,2,.090,25.0,7.94,8.21,6.69,37,63,61,73,3.00,27.3,54.5,18.2,0.0,0.00,47,22,48.9,51.1,24.1,7.6,17.4
136,681450,694,2023,2,2,1,0,0,0,4,7,0,1,0,16,89,5.1,0,0,0,0,0,0,1,23,16,2,0,0,44,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,0,1,6,31,6,12,8,5,1,1,4,0,0,0,1,ORI,,1.69,1.50,.060,16.69,6.75,11.81,0.57,0.00,17.4,30.4,-13.0,5,1,1,5,.080,87.5,6.13,6.64,6.99,296,82,75,70,1.00,8.3,41.7,41.7,8.3,0.00,45,25,49.4,50.6,19.4,6.7,14.6
211,681458,693,2023,14,0,3,1,0,1,6,8,0,13,0,41,190,10.1,0,1,0,0,6,0,3,50,31,14,0,0,111,0,0,0,2,14,7,0,0,1,10,1,3,0,1,0,0,2,13,83,23,36,7,9,2,3,9,4,0,5,4,LAR,,2.61,2.03,.320,18.39,5.23,6.97,0.75,0.87,12.0,16.0,-4.0,13,2,8,13,.340,91.8,6.11,5.54,6.12,192,82,90,80,1.00,22.2,36.1,36.1,5.6,0.08,79,60,58.4,41.6,27.7,12.1,14.7
150,681592,694,2023,13,12,36,16,0,7,31,28,1,60,6,200,930,51.2,4,4,0,0,0,0,36,238,155,13,0,0,552,0,1,0,0,2,0,0,0,4,51,2,13,9,0,2,0,7,42,410,68,173,51,37,15,13,48,10,0,39,11,ORI,,6.27,1.70,.300,18.00,5.40,4.88,1.11,1.22,13.0,11.8,1.2,59,15,52,47,.320,68.9,6.23,4.96,5.42,80,80,101,90,1.26,30.1,34.1,27.2,8.7,0.15,378,342,59.4,40.6,16.6,7.3,15.3
78,681641,697,2023,10,0,4,0,0,1,8,7,0,6,1,31,151,9.0,1,1,0,0,2,0,4,39,27,10,0,0,81,0,0,0,0,12,5,0,0,0,9,0,3,2,1,1,0,1,5,56,19,23,2,6,1,0,10,1,0,3,2,MAR,,4.00,1.44,.190,16.78,8.00,7.00,1.14,1.00,20.5,17.9,2.6,12,1,3,7,.230,79.4,6.02,5.00,4.89,125,83,100,100,1.71,13.0,52.2,30.4,4.3,0.14,70,37,53.6,46.4,33.9,12.6,16.6
100,681730,697,2023,4,0,7,0,0,1,1,3,0,5,1,13,65,2.2,0,0,0,0,0,0,7,17,8,4,0,0,35,0,1,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,3,22,4,12,3,3,0,0,4,1,0,2,2,MAR,,23.62,3.00,.380,24.38,3.38,10.12,0.33,3.38,5.9,17.6,-11.7,6,0,2,4,.360,26.3,12.32,8.26,6.84,21,41,61,72,1.50,16.7,50.0,33.3,0.0,0.25,30,18,53.8,46.2,18.2,6.2,20.0
122,681739,695,2023,11,0,7,2,0,0,9,6,1,10,0,41,200,10.2,0,0,0,0,0,0,7,48,32,11,0,0,134,0,2,0,4,5,2,0,0,1,10,2,1,1,1,0,0,0,9,112,23,33,6,6,6,3,8,2,0,7,1,CAR,,5.91,1.50,.240,18.75,7.59,5.06,1.50,0.00,18.8,12.5,6.3,9,6,10,8,.300,56.2,3.69,4.10,4.79,85,136,122,102,1.12,30.3,27.3,24.2,18.2,0.00,66,89,67.0,33.0,20.5,11.5,11.0
258,682200,699,2023,10,9,15,5,0,2,18,13,0,35,1,115,503,28.2,1,1,0,0,0,0,15,129,86,10,0,0,315,0,2,0,1,2,1,0,0,0,28,2,9,4,1,1,0,3,21,235,47,97,10,20,6,5,31,5,0,18,12,ARA,,4.71,1.67,.300,17.55,5.65,4.08,1.38,0.63,14.0,10.1,3.9,43,6,23,25,.350,73.6,4.81,4.37,4.93,106,104,114,99,1.72,23.7,44.3,25.8,6.2,0.08,188,188,62.6,37.4,20.0,9.3,15.9
72,682274,697,2023,8,0,0,1,0,0,9,3,0,5,0,29,123,8.1,1,0,0,0,1,0,0,32,25,8,0,0,83,0,0,0,0,2,0,0,0,0,8,1,0,0,2,0,0,1,2,60,18,20,7,6,3,0,6,1,0,1,3,MAR,,0.00,0.96,.170,14.76,9.72,3.24,3.00,0.00,28.1,9.4,18.7,9,3,1,7,.250,100.0,2.61,3.07,3.04,0,192,163,161,1.29,5.0,45.0,35.0,15.0,0.00,40,42,67.5,32.5,30.0,14.6,18.7
240,682620,699,2023,1,1,0,0,0,0,1,0,0,4,0,8,21,2.0,0,0,0,0,0,0,0,8,6,1,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,10,2,7,0,0,0,0,3,0,0,2,2,ARA,,0.00,2.00,.500,10.50,4.50,0.00,inf,0.00,12.5,0.0,12.5,5,0,2,0,.570,100.0,2.69,2.69,1.17,0,186,186,419,inf,28.6,71.4,0.0,0.0,nan,8,8,61.9,38.1,20.0,9.5,14.3
91,682624,697,2023,6,0,4,1,0,1,9,6,0,5,2,20,130,5.0,0,0,0,0,1,0,4,28,15,6,0,0,67,0,2,0,1,3,1,0,0,0,5,0,5,0,2,0,0,0,1,49,17,11,0,1,1,1,3,1,0,2,2,MAR,,7.20,2.20,.250,26.00,16.20,10.80,1.50,1.80,32.1,21.4,10.7,5,1,3,2,.400,77.6,7.49,5.11,3.91,69,67,98,125,2.50,27.3,45.5,18.2,9.1,0.50,63,32,51.5,48.5,34.7,13.1,13.8
43,682769,692,2023,18,1,8,1,1,0,24,11,1,16,4,76,350,20.1,1,2,0,2,3,2,6,93,61,18,0,0,209,0,3,0,1,11,3,1,1,0,20,1,7,0,2,0,0,1,14,154,38,53,11,11,6,4,16,0,0,12,4,ZUL,,2.66,1.33,.210,17.21,10.62,4.87,2.18,0.00,25.8,11.8,14.0,20,6,16,11,.310,74.2,3.54,3.84,3.62,188,141,130,135,1.82,30.2,37.7,20.8,11.3,0.00,141,116,59.7,40.3,24.7,10.9,15.7
268,682825,699,2023,8,0,9,0,0,1,10,7,0,10,1,31,156,8.1,0,0,0,1,0,1,9,41,25,8,0,0,98,0,2,0,0,8,6,0,0,2,8,1,5,3,0,1,0,1,5,77,27,23,2,5,0,0,8,1,0,5,4,ARA,,9.72,2.04,.320,18.72,10.80,7.56,1.43,1.08,24.4,17.1,7.3,12,0,5,6,.410,54.2,5.73,4.56,4.23,51,87,110,116,2.00,21.7,52.2,26.1,0.0,0.17,58,50,62.8,37.2,35.1,17.3,13.5
117,682840,695,2023,7,0,2,0,1,1,2,2,0,5,0,17,72,4.1,0,0,0,0,0,0,2,19,13,7,0,0,45,0,0,0,2,5,3,0,0,0,4,1,1,0,0,0,0,1,3,35,5,15,4,2,1,2,5,1,0,1,3,CAR,,4.15,1.62,.290,16.62,4.15,4.15,1.00,2.08,10.5,10.5,0.0,8,1,3,3,.290,89.3,7.15,4.53,5.07,120,70,110,97,2.67,20.0,53.3,20.0,6.7,0.33,27,30,62.5,37.5,14.3,6.9,13.9
109,682845,695,2023,10,8,15,6,1,1,27,12,1,32,1,133,598,35.0,2,1,1,1,0,0,12,150,105,10,0,0,374,0,1,0,1,5,3,0,1,3,35,0,6,3,4,0,0,2,21,270,60,110,37,29,3,4,42,9,0,12,11,CAR,,3.09,1.26,.240,17.09,6.94,3.09,2.25,0.26,18.0,8.0,10.0,53,3,16,38,.290,68.8,3.63,3.85,4.17,162,138,130,118,1.39,14.5,48.2,34.5,2.7,0.03,224,210,62.5,37.5,22.2,10.0,17.4
229,682918,693,2023,15,0,11,3,1,1,12,11,1,22,2,73,317,18.0,2,1,0,0,3,0,11,88,54,15,0,0,189,0,1,0,1,16,9,0,1,1,18,0,13,4,1,0,0,1,18,137,17,63,11,14,1,3,23,4,0,9,9,LAR,,5.50,1.83,.300,17.61,6.00,5.50,1.09,0.50,13.6,12.5,1.1,32,1,12,18,.340,71.4,5.25,5.07,5.09,91,95,99,96,1.78,19.0,50.8,28.6,1.6,0.06,128,120,59.6,40.4,12.4,5.4,16.4
250,682949,699,2023,10,0,4,3,0,0,7,8,1,8,1,33,161,9.0,0,0,0,0,0,0,3,42,27,10,0,0,96,0,1,0,1,8,2,0,0,0,9,0,6,2,0,0,0,2,4,69,21,26,11,4,0,1,13,2,0,3,3,ARA,,3.00,1.78,.240,17.89,7.00,8.00,0.88,0.00,16.7,19.0,-2.3,16,0,4,6,.310,76.5,5.13,5.50,5.05,167,97,91,97,2.67,15.4,61.5,23.1,0.0,0.00,65,48,59.6,40.4,30.4,13.0,16.8
135,683019,694,2023,6,0,4,0,0,0,2,2,0,5,2,20,80,5.1,0,0,0,0,0,0,1,25,16,6,0,0,53,0,2,0,3,1,0,0,0,1,5,1,4,0,0,0,0,1,7,41,5,19,5,3,1,0,10,0,0,3,2,ORI,,1.69,1.31,.250,15.00,3.38,3.38,1.00,0.00,8.0,8.0,0.0,12,1,3,3,.260,55.6,5.19,5.50,4.60,296,96,91,107,4.00,15.8,63.2,15.8,5.3,0.00,27,36,66.2,33.8,12.2,6.2,15.0
89,683020,697,2023,9,0,7,1,2,1,6,7,0,12,2,41,182,9.2,0,1,0,2,4,2,7,50,29,9,0,0,104,0,1,0,1,4,3,0,0,0,9,2,8,2,2,0,0,1,8,69,10,35,3,7,2,0,14,4,0,4,4,MAR,,6.52,1.97,.290,18.83,5.59,6.52,0.86,0.93,12.0,14.0,-2.0,18,2,4,11,.320,71.4,6.59,5.86,5.61,77,76,85,87,1.64,11.4,51.4,31.4,5.7,0.09,78,59,57.1,42.9,14.5,5.5,19.2
50,683020,692,2023,9,0,6,2,1,1,9,5,0,11,0,39,171,10.0,0,1,0,0,0,0,6,45,30,9,0,0,107,0,1,0,1,5,2,0,1,0,10,0,4,1,3,0,0,1,6,69,12,31,7,6,1,1,12,2,1,4,4,ZUL,,5.40,1.60,.280,17.10,8.10,4.50,1.80,0.90,20.0,11.1,8.9,16,2,5,8,.340,68.5,4.69,3.83,4.15,93,107,131,118,2.00,16.1,51.6,25.8,6.5,0.12,64,57,62.6,37.4,17.4,7.0,22.2
12,683020,,2023,18,0,13,3,3,2,15,12,0,23,2,80,353,19.2,0,2,0,2,4,2,13,95,59,18,0,0,211,0,2,0,2,9,5,0,1,0,19,2,12,3,5,0,0,2,14,138,22,66,10,13,3,1,26,6,1,8,8,2 Teams,2,5.95,1.78,.290,17.95,6.86,5.49,1.25,0.92,15.8,12.6,3.2,34,4,9,19,.330,70.2,5.62,4.83,4.90,84,89,104,100,1.79,13.6,51.5,28.8,6.1,0.11,142,116,59.8,40.2,15.9,6.2,20.7
199,683416,698,2023,2,2,5,2,1,0,1,4,0,3,0,16,72,4.2,0,1,0,0,0,0,5,20,14,2,0,0,43,0,0,0,0,0,0,0,0,0,4,2,3,3,0,0,0,1,1,25,5,15,2,5,2,0,5,2,0,1,0,LAG,,9.64,1.50,.190,15.43,1.93,7.71,0.25,0.00,5.0,20.0,-15.0,5,2,1,7,.200,28.6,5.83,6.65,8.35,52,86,75,59,0.71,6.7,33.3,46.7,13.3,0.00,29,20,59.7,40.3,20.0,6.9,25.0
30,683446,696,2023,6,0,8,3,0,1,1,5,0,7,0,20,90,4.0,1,1,0,0,1,0,7,25,12,6,0,0,44,0,1,0,0,4,2,0,0,0,4,0,6,3,0,0,0,0,5,39,7,19,7,3,0,1,8,2,0,5,0,MAG,,15.75,3.00,.350,22.50,2.25,11.25,0.20,2.25,4.0,20.0,-16.0,8,0,6,5,.330,37.7,10.19,7.62,7.37,32,49,66,66,1.60,31.6,42.1,26.3,0.0,0.20,46,32,48.9,51.1,17.9,7.8,5.6
59,683510,692,2023,16,0,14,5,0,2,10,7,0,29,1,81,298,19.1,0,0,0,0,2,0,13,90,58,16,0,0,186,0,2,0,2,6,5,0,1,0,19,1,8,4,0,1,0,4,14,129,20,72,6,12,3,2,26,4,1,11,13,ZUL,,6.05,1.86,.360,15.41,4.66,3.26,1.43,0.93,11.1,7.8,3.3,39,4,13,16,.390,67.3,5.24,4.35,4.70,83,95,115,104,2.44,18.1,54.2,22.2,5.6,0.12,112,109,62.4,37.6,15.5,6.7,19.1
73,683711,697,2023,3,0,0,1,0,0,2,4,0,1,1,9,53,2.2,0,0,0,0,0,0,0,14,8,3,0,0,25,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,3,11,2,7,1,0,1,2,3,0,0,1,0,MAR,,0.00,1.88,.110,19.88,6.75,13.50,0.50,0.00,14.3,28.6,-14.3,3,1,3,0,.140,100.0,7.82,7.82,6.73,0,64,64,73,inf,42.9,42.9,0.0,14.3,nan,28,9,47.2,52.8,18.2,3.8,26.4
39,683720,692,2023,3,3,1,0,0,0,3,4,0,9,1,44,182,11.2,0,0,0,0,0,0,1,49,35,3,0,0,111,0,0,0,0,0,0,0,0,0,11,2,3,0,1,0,0,1,7,83,11,41,2,8,3,4,17,1,0,3,5,ZUL,,0.77,1.11,.200,15.60,2.31,3.09,0.75,0.00,6.1,8.2,-2.1,22,3,7,9,.220,92.9,4.46,4.88,5.45,649,112,102,90,2.44,17.1,53.7,22.0,7.3,0.00,71,72,61.0,39.0,13.3,6.0,15.4
201,683720,698,2023,5,4,17,3,2,2,9,5,0,19,0,58,234,13.0,0,2,0,1,0,1,15,64,39,5,0,0,144,0,2,0,0,0,0,0,0,1,13,0,5,3,3,0,0,1,10,105,20,50,3,10,6,2,13,3,0,6,10,LAG,,10.38,1.85,.330,18.00,6.23,3.46,1.80,1.38,14.1,7.8,6.3,23,6,8,13,.350,33.0,5.46,4.00,4.72,48,92,125,104,1.77,16.0,46.0,26.0,12.0,0.15,90,85,61.5,38.5,19.0,8.5,16.7
13,683720,,2023,8,7,18,3,2,2,12,9,0,28,1,102,416,24.2,0,2,0,1,0,1,16,113,74,8,0,0,255,0,2,0,0,0,0,0,0,1,24,2,8,3,4,0,0,2,17,188,31,91,5,18,9,6,30,4,0,9,15,2 Teams,2,5.84,1.50,.270,16.86,4.38,3.28,1.33,0.73,10.6,8.0,2.6,45,9,15,22,.290,56.8,4.99,4.42,5.09,86,100,113,96,2.05,16.5,49.5,24.2,9.9,0.09,161,157,61.3,38.7,16.5,7.5,16.1
165,684126,698,2023,2,0,0,2,0,0,0,1,0,2,0,8,35,2.1,0,0,0,0,0,0,0,10,7,2,0,0,18,0,0,0,0,4,4,0,0,1,2,1,0,0,0,0,0,0,2,13,0,9,1,3,0,0,4,2,0,0,0,LAG,,0.00,1.29,.250,15.00,0.00,3.86,0.00,0.00,0.0,10.0,-10.0,4,0,0,5,.220,100.0,4.98,6.14,7.59,0,100,81,65,0.80,0.0,44.4,55.6,0.0,0.00,17,13,51.4,48.6,0.0,0.0,14.3
96,685721,697,2023,1,0,2,1,0,0,0,0,0,3,0,6,20,1.0,0,0,0,0,0,0,2,6,3,1,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,1,6,0,1,0,0,2,0,0,2,1,MAR,,18.00,3.00,.500,20.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,3,0,2,1,.500,33.3,3.69,4.23,4.79,28,136,118,102,3.00,33.3,50.0,16.7,0.0,0.00,7,8,65.0,35.0,11.1,5.0,20.0
205,686402,698,2023,4,0,6,1,0,1,2,5,0,6,0,14,87,3.0,0,0,0,1,0,1,6,20,9,4,0,0,45,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,5,28,9,13,3,4,0,0,3,2,0,4,0,LAG,,18.00,3.67,.430,29.00,6.00,15.00,0.40,3.00,10.0,25.0,-15.0,3,0,4,6,.420,52.1,11.69,8.44,7.85,28,43,59,62,0.50,30.8,23.1,46.2,0.0,0.17,42,19,51.7,48.3,32.1,10.3,19.5
129,687198,695,2023,2,0,2,1,0,1,1,1,0,4,0,10,38,1.2,0,0,0,0,0,0,2,11,5,2,0,0,22,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,1,16,2,9,0,1,0,1,3,2,0,0,2,CAR,,10.80,3.00,.400,22.80,5.40,5.40,1.00,5.40,9.1,9.1,0.0,5,0,1,3,.380,83.3,12.09,5.27,5.23,46,41,95,94,1.67,11.1,55.6,33.3,0.0,0.33,16,14,57.9,42.1,12.5,5.3,15.8
175,689337,698,2023,4,0,1,1,0,0,2,5,1,5,0,11,58,2.2,1,0,0,1,0,1,1,17,8,4,0,0,33,0,0,0,1,5,5,0,0,1,2,2,6,0,1,0,0,1,8,25,7,10,1,3,0,0,2,1,0,2,2,LAG,,3.38,3.75,.450,21.75,6.75,16.88,0.40,0.00,11.8,29.4,-17.6,4,0,2,4,.500,90.0,7.82,8.63,7.62,148,64,58,64,1.00,20.0,40.0,40.0,0.0,0.00,25,18,56.9,43.1,28.0,12.1,13.8
94,689774,697,2023,3,0,3,1,0,0,1,2,0,6,0,14,66,3.0,1,0,0,0,0,0,3,17,9,3,0,0,43,0,0,0,1,4,3,0,0,1,3,0,1,0,1,0,0,0,5,34,4,14,4,5,1,2,0,0,0,4,2,MAR,,9.00,2.67,.430,22.00,3.00,6.00,0.50,0.00,5.9,11.8,-5.9,2,1,6,5,.430,62.5,5.02,5.93,7.33,56,100,84,67,0.40,42.9,14.3,35.7,7.1,0.00,23,30,65.2,34.8,11.8,6.1,13.6
